ISIN,MarketSegment,UnderlyingSymbol,UnderlyingISIN,Currency,SecurityType,MaturityDate,StrikePrice,PutOrCall,MLEG,ContractGenerationNumber,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,NumberOfContracts,NumberOfTrades
DE000C5WX4N6,TKA,TKA,DE0007500001,EUR,OPT,20210115,5.9,Call,TKA SI 20210115 PS AM C 5.90 0,2,5730176,2020-11-24,08:23,0.35,0.35,0.35,0.35,10,1
DE000C5X3XF3,OES4,SX5E,EU0009658145,EUR,OPT,20201127,3500,Call,OES4 SI 20201127 CS EU C 3500 0,1,5733467,2020-11-24,08:23,20,20,20,20,1,1
DE000C5Z2A76,BAY,BAY,DE000BAY0017,EUR,OPT,20210115,51.5,Call,BAY SI 20210115 PS AM C 51.50 0,2,5784396,2020-11-24,08:23,0.99,0.99,0.99,0.99,1,1
DE000C5Z6CF8,ROY,ROY,GB00B03MLX29,EUR,OPT,20201218,13.4,Call,ROY SI 20201218 PS AM C 13.40 0,2,5789096,2020-11-24,08:23,1.83,1.83,1.83,1.83,50,1
DE000C5ZE4R7,EXX1,EXX1,DE0006289309,EUR,OPT,20201218,7.6,Put,EXX1 SI 20201218 PS AM P 7.60 0,1,5797062,2020-11-24,08:23,0.57,0.57,0.57,0.57,6,1
DE000C5ZR834,DAI2,DAI,DE0007100000,EUR,OPT,20201211,57,Call,DAI2 SI 20201211 PS AM C 57.00 0,1,5804497,2020-11-24,08:23,1.45,1.45,1.45,1.45,1,1
,FDAX,DAX,DE0008469008,EUR,MLEG,,,,FDAX.S.DEC20.MAR21,,72060123773665340,2020-11-24,08:23,8.5,8.5,8.5,8.5,1,1
DE000C0YCL13,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3600,Call,OESX SI 20201218 CS EU C 3600 0,1,27252,2020-11-24,08:24,21,21,21,21,500,4
DE000P2ACZG7,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3250,Put,OESX SI 20201218 CS EU P 3250 0,1,27301,2020-11-24,08:24,15.2,15.2,15.2,15.2,45,1
DE000C2ACS95,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3650,Call,OESX SI 20201218 CS EU C 3650 0,1,27308,2020-11-24,08:24,10.6,10.9,10.6,10.9,140,5
DE000C0L4GA6,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13000,Call,ODAX SI 20201218 CS EU C 13000 0,1,2207006,2020-11-24,08:24,411,411,411,411,9,1
DE000C0N1LA0,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13200,Call,ODAX SI 20201218 CS EU C 13200 0,1,2244109,2020-11-24,08:24,277,279,277,279,26,4
DE000C1KQ5R1,FMEA,MEA,XC000A1XQ578,USD,FUT,20201221,,,FMEA SI 20201221 CS,,2877032,2020-11-24,08:24,721.3,721.3,721.3,721.3,100,5
DE000C1KQ5X9,FMEM,MEM,XC000A1XQ560,USD,FUT,20201221,,,FMEM SI 20201221 CS,,2877038,2020-11-24,08:24,592.2,592.2,592.2,592.2,8,1
DE000C1KQ7Q9,FMWO,MWO,XC000A0YK5C6,USD,FUT,20201221,,,FMWO SI 20201221 CS,,2877099,2020-11-24,08:24,7660,7660,7660,7660,2,1
DE000C2W5HV2,CSGN,CSGN,CH0012138530,CHF,OPT,20201218,11,Put,CSGN SI 20201218 PS AM P 11.00 0,8,3580317,2020-11-24,08:24,0.22,0.22,0.22,0.22,25,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:24,3494,3498,3494,3497,1117,70
DE000C33WAN9,OESB,SX7E,EU0009658426,EUR,OPT,20201218,75,Call,OESB SI 20201218 CS EU C 75.0 0,1,3968082,2020-11-24,08:24,2.05,2.05,2.05,2.05,1000,1
DE000C3Z7Z02,BAY,BAY,DE000BAY0017,EUR,OPT,20210618,56,Put,BAY SI 20210618 PS AM P 56.00 0,2,4112875,2020-11-24,08:24,10.55,10.55,10.55,10.55,3,1
DE000C4AMRA7,TKA,TKA,DE0007500001,EUR,OPT,20201218,5.6,Put,TKA SI 20201218 PS AM P 5.60 0,2,4286292,2020-11-24,08:24,0.47,0.47,0.47,0.47,3,1
DE000C4QM2P7,ODAX,DAX,DE0008469008,EUR,OPT,20210618,13150,Call,ODAX SI 20210618 CS EU C 13150 0,1,4614527,2020-11-24,08:24,839,839,839,839,3,2
DE000C4RF1Y9,GEBN,GEBN,CH0030170408,CHF,OPT,20201218,540,Call,GEBN SI 20201218 PS AM C 540.00 0,5,4627762,2020-11-24,08:24,18.4,18.4,18.4,18.4,25,1
DE000C411M50,LHA,LHA,DE0008232125,EUR,OPT,20201218,11,Put,LHA SI 20201218 PS AM P 11.00 0,3,4690353,2020-11-24,08:24,1.18,1.18,1.15,1.15,31,2
DE000C4141Q7,IFX,IFX,DE0006231004,EUR,OPT,20201218,30,Call,IFX SI 20201218 PS AM C 30.00 0,2,4691871,2020-11-24,08:24,0.3,0.3,0.3,0.3,15,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:24,151.24,151.24,151.23,151.24,125,16
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:24,175.26,175.27,175.26,175.27,447,47
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:24,135.4,135.41,135.4,135.41,532,9
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:24,112.345,112.345,112.345,112.345,31,6
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:24,225.88,225.88,225.88,225.88,25,18
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:24,169.96,169.96,169.96,169.96,85,15
DE000C44WQA9,LHA,LHA,DE0008232125,EUR,OPT,20211217,4.8,Call,LHA SI 20211217 PS AM C 4.80 0,3,4957371,2020-11-24,08:24,5.4,5.4,5.4,5.4,10,1
DE000C475L54,CRI5,CRI,IT0005239360,EUR,OPT,20210318,8,Put,CRI5 SI 20210318 PS AM P 8.00 0,7,5032278,2020-11-24,08:24,0.34,0.34,0.34,0.34,25,1
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:24,13223.5,13233.5,13223,13231.5,184,142
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:24,13223,13233,13223,13232,165,120
DE000C47BQ44,FESA,SXAE,EU0009658301,EUR,FUT,20201218,,,FESA SI 20201218 CS,,5035776,2020-11-24,08:24,489.9,489.9,489.9,489.9,1,1
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:24,73.6,73.7,73.6,73.6,493,5
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:24,10498,10504,10495,10504,39,29
DE000C47BW95,FSTE,SXEP,EU0009658780,EUR,FUT,20201218,,,FSTE SI 20201218 CS,,5035985,2020-11-24,08:24,235.7,236.3,235.7,236.3,64,17
DE000C47BWD8,FSTI,SXIP,EU0009658822,EUR,FUT,20201218,,,FSTI SI 20201218 CS,,5035989,2020-11-24,08:24,277.2,277.2,277.2,277.2,1,1
DE000C47BWF3,FSTM,SXMP,EU0009658640,EUR,FUT,20201218,,,FSTM SI 20201218 CS,,5035991,2020-11-24,08:24,276.1,276.1,276.1,276.1,3,2
DE000C47BWK3,FSTS,SXPP,EU0009658624,EUR,FUT,20201218,,,FSTS SI 20201218 CS,,5035995,2020-11-24,08:24,451.5,451.5,451.5,451.5,1,1
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:24,391.1,391.4,391.1,391.4,38,15
DE000C47DMX3,OESX,SX5E,EU0009658145,EUR,OPT,20210319,2800,Put,OESX SI 20210319 CS EU P 2800 0,1,5038039,2020-11-24,08:24,25,25,25,25,20,1
DE000C47HG32,BC8,BC8,DE0005158703,EUR,OPT,20210319,88,Put,BC8 SI 20210319 PS AM P 88.00 0,3,5042463,2020-11-24,08:24,0.46,0.46,0.46,0.46,11,1
DE000C482AV4,UNI,UNI,NL0000388619,EUR,OPT,20210319,44,Put,UNI SI 20210319 PS AM P 44.00 0,3,5064246,2020-11-24,08:24,1,1,1,1,1,1
DE000C499RK5,ANN,ANN,DE000A1ML7J1,EUR,OPT,20210319,56,Put,ANN SI 20210319 PS AM P 56.00 0,2,5103321,2020-11-24,08:24,3.07,3.07,3.07,3.07,1,1
DE000C49ZCY1,ATS,ATS,AT0000969985,EUR,OPT,20210319,19,Call,ATS SI 20210319 PS AM C 19.00 0,1,5123405,2020-11-24,08:24,1.9,1.9,1.9,1.9,1,1
DE000C49ZXE9,HOLN,HOLN,CH0012214059,CHF,OPT,20201218,49,Call,HOLN SI 20201218 PS AM C 49.00 0,1,5124033,2020-11-24,08:24,0.53,0.53,0.53,0.53,50,1
DE000C5AH150,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20201216,,,FVS SI 20201216 CS,,5137979,2020-11-24,08:24,20.8,20.8,20.8,20.8,26,1
DE000C5BZTH5,LHA,LHA,DE0008232125,EUR,OPT,20211217,4,Call,LHA SI 20211217 PS AM C 4.00 0,3,5182784,2020-11-24,08:24,6.35,6.35,6.35,6.35,1,1
DE000C5GTXB2,FGBL,,,EUR,FUT,20210308,,,FGBL SI 20210308 PS,,5315923,2020-11-24,08:24,177.61,177.61,177.61,177.61,100,5
DE000C5J1QR4,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3375,Put,OESX SI 20201218 CS EU P 3375 0,1,5338897,2020-11-24,08:24,31.4,31.4,31.4,31.4,1,1
DE000C5J1R49,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3725,Call,OESX SI 20201218 CS EU C 3725 0,1,5338910,2020-11-24,08:24,3.8,3.8,3.8,3.8,100,1
DE000C5M1183,OESX,SX5E,EU0009658145,EUR,OPT,20210115,2750,Put,OESX SI 20210115 CS EU P 2750 0,1,5430074,2020-11-24,08:24,5.9,5.9,5.9,5.9,1,1
DE000C5M1308,OESX,SX5E,EU0009658145,EUR,OPT,20210115,3500,Put,OESX SI 20210115 CS EU P 3500 0,1,5430134,2020-11-24,08:24,100,100,100,100,1,1
DE000C5SG956,CRI5,CRI,IT0005239360,EUR,OPT,20201217,9.6,Call,CRI5 SI 20201217 PS AM C 9.60 0,7,5593130,2020-11-24,08:24,0.15,0.15,0.15,0.15,10,1
DE000C5SQCQ5,AIR,AIR,FR0000120073,EUR,OPT,20201218,138,Call,AIR SI 20201218 PS AM C 138.00 0,2,5600114,2020-11-24,08:24,2.2,2.2,2.2,2.2,21,2
DE000C5T06A4,GIVN,GIVN,CH0010645932,CHF,OPT,20201218,3550,Call,GIVN SI 20201218 PS AM C 3550.0 0,4,5609916,2020-11-24,08:24,94.85,94.85,94.85,94.85,25,1
DE000C5T3CX6,LHA,LHA,DE0008232125,EUR,OPT,20201218,7.8,Put,LHA SI 20201218 PS AM P 7.80 0,3,5613609,2020-11-24,08:24,0.08,0.08,0.08,0.08,1,1
DE000C5T3DD6,LHA,LHA,DE0008232125,EUR,OPT,20201218,9.6,Put,LHA SI 20201218 PS AM P 9.60 0,3,5613625,2020-11-24,08:24,0.4,0.4,0.4,0.4,1,1
DE000C5T4DK9,MOH,MOH,FR0000121014,EUR,OPT,20201218,390,Put,MOH SI 20201218 PS AM P 390.00 0,2,5614787,2020-11-24,08:24,1,1,1,1,10,1
DE000C5U6620,OGBL,FGBL,DE0009652644,EUR,OPT,20201223,176,Put,OGBL SI 20201223 PS AM P 176.00 0,1,5651660,2020-11-24,08:24,0.22,0.22,0.22,0.22,60,1
DE000C5W05N3,OSMI,SMI,CH0009980894,CHF,OPT,20210115,11000,Put,OSMI SI 20210115 CS EU P 11000 0,1,5698154,2020-11-24,08:24,548,548,548,548,1,1
DE000C5W2Y26,BAN,BAN,CH0012530207,CHF,OPT,20210319,320,Put,BAN SI 20210319 PS AM P 320.00 0,1,5701364,2020-11-24,08:24,11,11,11,11,5,1
DE000C5W7337,EAD,EAD,NL0000235190,EUR,OPT,20210115,66,Put,EAD SI 20210115 PS AM P 66.00 0,1,5706159,2020-11-24,08:24,0.3,0.3,0.3,0.3,1,1
DE000C5WB2W7,IFX,IFX,DE0006231004,EUR,OPT,20210115,32.5,Call,IFX SI 20210115 PS AM C 32.50 0,2,5710824,2020-11-24,08:24,0.2,0.2,0.2,0.2,38,1
DE000C5WCKS6,LHA,LHA,DE0008232125,EUR,OPT,20210115,9,Call,LHA SI 20210115 PS AM C 9.00 0,3,5712499,2020-11-24,08:24,1.6,1.6,1.6,1.6,1,1
DE000C5WM9W9,VAR,VAR,DE000A0TGJ55,EUR,OPT,20210115,100,Put,VAR SI 20210115 PS AM P 100.00 0,1,5722565,2020-11-24,08:24,5.9,5.9,5.9,5.9,1,1
DE000C5WT191,LHA,LHA,DE0008232125,EUR,OPT,20210115,9.8,Call,LHA SI 20210115 PS AM C 9.80 0,3,5727733,2020-11-24,08:24,1.04,1.04,1.04,1.04,10,1
DE000C5X4NA3,BAW4,BAY,DE000BAY0017,EUR,OPT,20201127,47.5,Put,BAW4 SI 20201127 PS AM P 47.50 0,2,5734312,2020-11-24,08:24,0.38,0.38,0.38,0.38,2,1
DE000C5X6JT6,LHA4,LHA,DE0008232125,EUR,OPT,20201127,10.4,Call,LHA4 SI 20201127 PS AM C 10.40 0,1,5736505,2020-11-24,08:24,0.18,0.18,0.18,0.18,1,1
DE000C5YMRJ5,OES1,SX5E,EU0009658145,EUR,OPT,20201204,3450,Call,OES1 SI 20201204 CS EU C 3450 0,1,5773518,2020-11-24,08:24,71.2,71.2,71.2,71.2,1,1
DE000C51LBL6,UBSN,UBSN,CH0244767585,CHF,OPT,20210219,12.6,Put,UBSN SI 20210219 PS AM P 12.60 0,8,5848630,2020-11-24,08:24,0.45,0.45,0.45,0.45,5,1
,FGBL,,,EUR,MLEG,,,,FGBL.S.DEC20.MAR21,,72060548975427642,2020-11-24,08:24,-2.35,-2.35,-2.35,-2.35,100,5
DE000C0YXLS7,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3400,Call,OESX SI 20201218 CS EU C 3400 0,1,27248,2020-11-24,08:25,132,132,132,132,3,1
DE000P0YXUY1,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3400,Put,OESX SI 20201218 CS EU P 3400 0,1,27249,2020-11-24,08:25,36,36,36,36,3,1
DE000C0YCJ09,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3900,Call,OESX SI 20201218 CS EU C 3900 0,1,27251,2020-11-24,08:25,0.8,0.8,0.8,0.8,1,1
DE000P0YCWE3,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3500,Put,OESX SI 20201218 CS EU P 3500 0,1,27256,2020-11-24,08:25,67.2,68,67.2,68,400,8
DE000C8BKMX3,BNP,BNP,FR0000131104,EUR,OPT,20201218,44,Call,BNP SI 20201218 PS AM C 44.00 0,4,1554609,2020-11-24,08:25,1.02,1.02,1.02,1.02,20,1
DE000C0JFGH8,EAD,EAD,NL0000235190,EUR,OPT,20201218,92,Call,EAD SI 20201218 PS AM C 92.00 0,1,2161731,2020-11-24,08:25,4.98,4.98,4.98,4.98,1,1
DE000C0L4GA6,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13000,Call,ODAX SI 20201218 CS EU C 13000 0,1,2207006,2020-11-24,08:25,408,408,408,408,25,1
DE000C0L4GB4,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13000,Put,ODAX SI 20201218 CS EU P 13000 0,1,2207007,2020-11-24,08:25,184,184,184,184,1,1
DE000C0N1LA0,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13200,Call,ODAX SI 20201218 CS EU C 13200 0,1,2244109,2020-11-24,08:25,275,275,275,275,25,1
DE000C0YZTJ4,ODAX,DAX,DE0008469008,EUR,OPT,20201218,14200,Call,ODAX SI 20201218 CS EU C 14200 0,1,2413627,2020-11-24,08:25,11.5,11.5,11.5,11.5,2,1
DE000C1JX5N4,OESX,SX5E,EU0009658145,EUR,OPT,20201218,3450,Put,OESX SI 20201218 CS EU P 3450 0,1,2850574,2020-11-24,08:25,49.5,49.5,49.5,49.5,5,1
DE000C1KQ7Q9,FMWO,MWO,XC000A0YK5C6,USD,FUT,20201221,,,FMWO SI 20201221 CS,,2877099,2020-11-24,08:25,7657,7657,7657,7657,9,2
DE000C2W66Y9,UBSN,UBSN,CH0244767585,CHF,OPT,20201218,15,Put,UBSN SI 20201218 PS AM P 15.00 0,8,3581089,2020-11-24,08:25,1.9,1.9,1.9,1.9,30,1
DE000C21TPL2,CBK,CBK,DE000CBK1001,EUR,OPT,20210618,4.8,Put,CBK SI 20210618 PS AM P 4.80 0,5,3645206,2020-11-24,08:25,0.42,0.42,0.42,0.42,10,1
DE000C23QBV3,FESX,SX5E,EU0009658145,EUR,FUT,20201218,,,FESX SI 20201218 CS,,3680980,2020-11-24,08:25,3497,3498,3495,3495,1821,108
DE000C32UBF9,ODAX,DAX,DE0008469008,EUR,OPT,20201218,12500,Put,ODAX SI 20201218 CS EU P 12500 0,1,3943761,2020-11-24,08:25,86,86,86,86,20,1
DE000C4LP2G8,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13700,Call,ODAX SI 20201218 CS EU C 13700 0,1,4536724,2020-11-24,08:25,68,68,68,68,2,1
DE000C404HB5,SEJ,SEJ,FR0000073272,EUR,OPT,20201218,130,Call,SEJ SI 20201218 PS AM C 130.00 0,1,4656897,2020-11-24,08:25,2.89,2.89,2.89,2.89,10,1
DE000C4T59R0,ODAX,DAX,DE0008469008,EUR,OPT,20201218,12950,Put,ODAX SI 20201218 CS EU P 12950 0,1,4780047,2020-11-24,08:25,166,167,166,167,4,2
DE000C4WQLX7,EAD,EAD,NL0000235190,EUR,OPT,20201218,88,Put,EAD SI 20201218 PS AM P 88.00 0,1,4855062,2020-11-24,08:25,1.49,1.49,1.49,1.49,4,1
DE000C4XT1X7,FBTP,,,EUR,FUT,20201208,,,FBTP SI 20201208 PS,,4878633,2020-11-24,08:25,151.25,151.25,151.24,151.24,189,32
DE000C4XT1Y5,FBTS,,,EUR,FUT,20201208,,,FBTS SI 20201208 PS,,4878634,2020-11-24,08:25,114.02,114.02,114.02,114.02,95,7
DE000C4XT1Z2,FGBL,,,EUR,FUT,20201208,,,FGBL SI 20201208 PS,,4878635,2020-11-24,08:25,175.27,175.29,175.26,175.26,1538,86
DE000C4XT200,FGBM,,,EUR,FUT,20201208,,,FGBM SI 20201208 PS,,4878636,2020-11-24,08:25,135.41,135.42,135.4,135.4,741,21
DE000C4XT218,FGBS,,,EUR,FUT,20201208,,,FGBS SI 20201208 PS,,4878637,2020-11-24,08:25,112.345,112.345,112.34,112.34,108,23
DE000C4XT226,FGBX,,,EUR,FUT,20201208,,,FGBX SI 20201208 PS,,4878638,2020-11-24,08:25,225.88,225.94,225.88,225.9,53,24
DE000C4XT242,FOAT,,,EUR,FUT,20201208,,,FOAT SI 20201208 PS,,4878640,2020-11-24,08:25,169.96,169.99,169.96,169.96,387,40
DE000C47BPV4,F2MX,MDAX,DE0008467416,EUR,FUT,20201218,,,F2MX SI 20201218 CS,,5035767,2020-11-24,08:25,29202,29202,29187,29187,3,2
DE000C47BPZ5,FDAX,DAX,DE0008469008,EUR,FUT,20201218,,,FDAX SI 20201218 CS,,5035771,2020-11-24,08:25,13231,13233.5,13220.5,13221,211,176
DE000C47BQ10,FDXM,DAX,DE0008469008,EUR,FUT,20201218,,,FDXM SI 20201218 CS,,5035773,2020-11-24,08:25,13231,13234,13220,13220,130,94
DE000C47BQ28,FEDV,SD3E,CH0020751589,EUR,FUT,20201218,,,FEDV SI 20201218 CS,,5035774,2020-11-24,08:25,1602,1602,1602,1602,72,2
DE000C47BQ51,FESB,SX7E,EU0009658426,EUR,FUT,20201218,,,FESB SI 20201218 CS,,5035777,2020-11-24,08:25,73.6,73.7,73.6,73.7,61,3
DE000C47BQB4,FESI,SXIE,EU0009658442,EUR,FUT,20201218,,,FESI SI 20201218 CS,,5035783,2020-11-24,08:25,259.8,259.8,259.8,259.8,21,4
DE000C47BW46,FSMI,SMI,CH0009980894,CHF,FUT,20201218,,,FSMI SI 20201218 CS,,5035980,2020-11-24,08:25,10503,10504,10502,10502,51,27
DE000C47BW61,FSTA,SXAP,EU0009658681,EUR,FUT,20201218,,,FSTA SI 20201218 CS,,5035982,2020-11-24,08:25,512.6,512.6,512.6,512.6,1,1
DE000C47BW79,FSTB,SX7P,EU0009658806,EUR,FUT,20201218,,,FSTB SI 20201218 CS,,5035983,2020-11-24,08:25,109.2,109.2,109.2,109.2,39,2
DE000C47BW95,FSTE,SXEP,EU0009658780,EUR,FUT,20201218,,,FSTE SI 20201218 CS,,5035985,2020-11-24,08:25,236.1,236.1,236.1,236.1,1,1
DE000C47BWF3,FSTM,SXMP,EU0009658640,EUR,FUT,20201218,,,FSTM SI 20201218 CS,,5035991,2020-11-24,08:25,276.3,276.3,276.3,276.3,3,2
DE000C47BWH9,FSTO,SX3P,EU0009658749,EUR,FUT,20201218,,,FSTO SI 20201218 CS,,5035993,2020-11-24,08:25,699.6,699.6,699.6,699.6,2,1
DE000C47BX03,FXXP,SXXP,EU0009658202,EUR,FUT,20201218,,,FXXP SI 20201218 CS,,5036010,2020-11-24,08:25,391.4,391.4,391.2,391.2,60,10
DE000C47XZP9,ROY,ROY,GB00B03MLX29,EUR,OPT,20210319,12,Call,ROY SI 20210319 PS AM C 12.00 0,2,5059242,2020-11-24,08:25,3.34,3.34,3.34,3.34,15,1
DE000C499RJ7,ANN,ANN,DE000A1ML7J1,EUR,OPT,20210319,56,Call,ANN SI 20210319 PS AM C 56.00 0,2,5103320,2020-11-24,08:25,2.67,2.67,2.67,2.67,1,1
DE000C5AH150,FVS,V2TX,DE000A0C3QF1,EUR,FUT,20201216,,,FVS SI 20201216 CS,,5137979,2020-11-24,08:25,20.85,20.85,20.85,20.85,15,4
DE000C5HZJF7,FDAX,DAX,DE0008469008,EUR,FUT,20210319,,,FDAX SI 20210319 CS,,5336359,2020-11-24,08:25,13222,13222,13222,13222,1,1
DE000C5J4YG5,ANN,ANN,DE000A1ML7J1,EUR,OPT,20210618,50,Call,ANN SI 20210618 PS AM C 50.00 0,2,5342628,2020-11-24,08:25,7.1,7.1,7.1,7.1,5,1
DE000C5SQCQ5,AIR,AIR,FR0000120073,EUR,OPT,20201218,138,Call,AIR SI 20201218 PS AM C 138.00 0,2,5600114,2020-11-24,08:25,2.2,2.2,2.2,2.2,29,1
DE000C5SQV18,AMS,AMS,AT0000A18XM4,CHF,OPT,20201218,21,Call,AMS SI 20201218 PS AM C 21.00 0,3,5600668,2020-11-24,08:25,2.4,2.4,2.4,2.4,30,1
DE000C5SVX84,DBK,DBK,DE0005140008,EUR,OPT,20201218,9.8,Call,DBK SI 20201218 PS AM C 9.80 0,6,5605238,2020-11-24,08:25,0.19,0.19,0.19,0.19,1,1
DE000C5T06A4,GIVN,GIVN,CH0010645932,CHF,OPT,20201218,3550,Call,GIVN SI 20201218 PS AM C 3550.0 0,4,5609916,2020-11-24,08:25,94.6,94.6,94.6,94.6,2,1
DE000C5T3UK5,LONN,LONN,CH0013841017,CHF,OPT,20201218,620,Put,LONN SI 20201218 PS AM P 620.00 0,4,5614141,2020-11-24,08:25,55.7,55.7,55.7,55.7,10,1
DE000C5T5N48,NOVN,NOVN,CH0012005267,CHF,OPT,20201218,75,Call,NOVN SI 20201218 PS AM C 75.00 0,1,5616234,2020-11-24,08:25,6.1,6.1,6.1,6.1,1,1
DE000C5T9KP2,SIK,SIK,CH0418792922,CHF,OPT,20201218,230,Put,SIK SI 20201218 PS AM P 230.0 0,4,5620775,2020-11-24,08:25,5.1,5.1,5.1,5.1,1,1
DE000C5TB6C5,TKA,TKA,DE0007500001,EUR,OPT,20201218,5.1,Put,TKA SI 20201218 PS AM P 5.10 0,2,5622623,2020-11-24,08:25,0.23,0.23,0.23,0.23,2,1
DE000C5U6620,OGBL,FGBL,DE0009652644,EUR,OPT,20201223,176,Put,OGBL SI 20201223 PS AM P 176.00 0,1,5651660,2020-11-24,08:25,0.22,0.22,0.22,0.22,491,13
DE000C5XB4G5,OGBL,FGBL,DE0009652644,EUR,OPT,20210122,176,Put,OGBL SI 20210122 PS AM P 176.00 0,1,5739673,2020-11-24,08:25,0.49,0.49,0.49,0.49,10,1
DE000C5YMLG4,ODX1,DAX,DE0008469008,EUR,OPT,20201204,13300,Call,ODX1 SI 20201204 CS EU C 13300 0,1,5773346,2020-11-24,08:25,134,134,134,134,1,1
DE000C5YMLJ8,ODX1,DAX,DE0008469008,EUR,OPT,20201204,13350,Call,ODX1 SI 20201204 CS EU C 13350 0,1,5773348,2020-11-24,08:25,108,108,108,108,1,1
DE000C514851,AMS,AMS,AT0000A18XM4,CHF,OPT,20210219,19,Put,AMS SI 20210219 PS AM P 19.00 0,3,5830072,2020-11-24,08:25,0.65,0.65,0.65,0.65,21,1
DE000C5148D9,AMS,AMS,AT0000A18XM4,CHF,OPT,20210219,22,Put,AMS SI 20210219 PS AM P 22.00 0,3,5830080,2020-11-24,08:25,1.6,1.6,1.6,1.6,6,1
DE000C516GK9,CBK,CBK,DE000CBK1001,EUR,OPT,20210219,5.3,Put,CBK SI 20210219 PS AM P 5.30 0,5,5832670,2020-11-24,08:25,0.43,0.43,0.43,0.43,200,1
DE000C516NC2,CFR,CFR,CH0210483332,CHF,OPT,20210219,81,Call,CFR SI 20210219 PS AM C 81.00 0,1,5832867,2020-11-24,08:25,2.32,2.32,2.32,2.32,50,1
,FDAX,DAX,DE0008469008,EUR,MLEG,,,,FDAX.S.DEC20.MAR21,,72060123773665340,2020-11-24,08:25,9,9,9,9,1,1
,FGBL,,,EUR,MLEG,,,,FGBL.S.DEC20.MAR21,,72060548975427642,2020-11-24,08:25,-2.35,-2.35,-2.35,-2.35,22,3
DE000C8FH1R1,SAP,SAP,DE0007164600,EUR,OPT,20201218,100,Call,SAP SI 20201218 PS AM C 100.00 0,7,1862766,2020-11-24,08:26,2.2,2.2,2.2,2.2,1,1
DE000C0JK6H0,FEXD,,,EUR,FUT,20261218,,,FEXD SI 20261218 CS,,2163053,2020-11-24,08:26,88.2,88.2,88.2,88.2,24,1
DE000C0L4GA6,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13000,Call,ODAX SI 20201218 CS EU C 13000 0,1,2207006,2020-11-24,08:26,402,402,402,402,25,1
DE000C0N1LA0,ODAX,DAX,DE0008469008,EUR,OPT,20201218,13200,Call,ODAX SI 20201218 CS EU C 13200 0,1,2244109,2020-11-24,08:26,273,273,270,270,29,2
DE000C0W57M7,EAD,EAD,NL0000235190,EUR,OPT,20201218,100,Call,EAD SI 20201218 PS AM C 100.00 0,1,2358907,2020-11-24,08:26,1.61,1.61,1.61,1.61,2,1
DE000C1HY7V4,EAD,EAD,NL0000235190,EUR,OPT,20201218,140,Call,EAD SI 20201218 PS AM C 140.00 0,1,2835134,2020-11-24,08:26,0.06,0.06,0.06,0.06,50,1
DE000C1JX5L8,OESX,SX5E,EU0009658145,EUR,OPT,20201218,2950,Put,OESX SI 20201218 CS EU P 2950 0,1,2850572,2020-11-24,08:26,3.5,3.5,3.5,3.5,155,4
